"","date","cases_new","cases_import","cluster_import","cluster_religious","cluster_community","cluster_highRisk","cluster_education","cluster_detentionCentre","cluster_workplace"
"405","2021-03-04",2063,9,0,0,111,4,19,15,624
"406","2021-03-05",2154,5,0,86,124,0,142,7,245
"407","2021-03-06",1680,3,54,197,270,3,22,5,903
"408","2021-03-07",1683,10,0,0,244,13,3,187,1152
"409","2021-03-08",1529,9,0,20,556,81,20,44,906
"410","2021-03-09",1280,2,0,5,562,64,12,102,1191
"411","2021-03-10",1448,10,0,1,224,17,1,5,140
"412","2021-03-11",1647,5,0,4,39,2,8,4,92
"413","2021-03-12",1575,7,0,6,0,3,104,0,66
"414","2021-03-13",1470,12,0,0,53,0,0,89,270
"415","2021-03-14",1354,14,0,0,48,0,0,64,209
"416","2021-03-15",1208,9,0,1,59,1,0,6,238
"417","2021-03-16",1063,4,0,1,76,0,0,8,247
"418","2021-03-17",1219,7,4,1,88,0,0,39,377
"419","2021-03-18",1213,6,0,0,49,2,0,142,195
"420","2021-03-19",1576,11,0,0,80,0,0,298,454
"421","2021-03-20",1671,2,0,0,53,3,0,236,326
"422","2021-03-21",1327,11,3,0,67,0,14,0,343
"423","2021-03-22",1116,8,0,0,19,1,10,111,361
"424","2021-03-23",1384,9,2,0,35,0,8,37,592
"425","2021-03-24",1268,5,0,0,34,22,7,41,385
"426","2021-03-25",1360,1,0,0,110,1,16,62,207
"427","2021-03-26",1275,32,0,0,47,0,31,22,300
"428","2021-03-27",1199,5,0,0,117,6,32,8,243
"429","2021-03-28",1302,9,0,0,28,0,22,283,223
"430","2021-03-29",941,8,0,0,26,0,21,63,155
"431","2021-03-30",1133,8,0,0,41,1,28,87,213
"432","2021-03-31",1482,2,0,0,47,7,62,39,540
"433","2021-04-01",1178,20,0,0,47,7,0,37,518
"434","2021-04-02",1294,26,0,11,149,14,0,237,1268
"435","2021-04-03",1638,7,0,0,105,15,0,99,645
"436","2021-04-04",1349,7,0,0,105,7,18,197,254
"437","2021-04-05",1070,9,0,50,152,0,230,70,199
"438","2021-04-06",1300,24,0,83,213,4,70,2,879
"439","2021-04-07",1139,13,0,7,297,73,10,34,1121
"440","2021-04-08",1285,17,0,23,748,36,29,74,1169
"441","2021-04-09",1854,20,0,4,250,8,100,54,886
"442","2021-04-10",1510,5,0,5,73,25,8,7,613
"443","2021-04-11",1739,8,0,0,19,18,18,2,105
"444","2021-04-12",1317,12,0,3,1,22,52,0,81
"445","2021-04-13",1767,9,0,7,142,1,47,21,342
"446","2021-04-14",1889,6,0,28,116,1,59,94,235
"447","2021-04-15",2148,19,0,33,270,0,118,57,332
"448","2021-04-16",2551,29,0,34,93,0,446,82,227
"449","2021-04-17",2331,12,0,37,99,0,185,39,179
"450","2021-04-18",2195,10,0,19,74,0,183,18,356
"451","2021-04-19",2078,13,0,17,182,0,175,13,171
"452","2021-04-20",2341,7,0,3,121,0,235,4,95
"453","2021-04-21",2340,12,0,14,121,0,325,40,120
"454","2021-04-22",2875,29,0,37,65,1,501,51,152
"455","2021-04-23",2847,4,0,17,131,0,283,62,97
"456","2021-04-24",2717,27,0,19,108,0,242,21,128
"457","2021-04-25",2690,10,0,50,121,0,166,18,349
"458","2021-04-26",2776,4,0,56,113,0,105,17,287
"459","2021-04-27",2733,5,0,17,105,17,161,36,256
"460","2021-04-28",3142,13,0,34,144,18,213,5,57
"461","2021-04-29",3332,9,0,47,138,1,151,45,127
"462","2021-04-30",3788,2,0,36,208,11,271,42,217
"463","2021-05-01",2881,16,0,0,30,14,0,111,590
"464","2021-05-02",3418,10,0,6,88,39,0,145,762
"465","2021-05-03",2500,4,0,6,65,1,0,81,813
"466","2021-05-04",3120,6,0,0,97,1,26,14,116
"467","2021-05-05",3744,7,0,34,141,0,126,34,204
"468","2021-05-06",3551,16,0,148,274,17,8,66,791
"469","2021-05-07",4498,5,0,0,350,55,0,40,1182
"470","2021-05-08",4519,5,0,12,682,65,41,165,1346
"471","2021-05-09",3733,6,0,6,447,98,23,41,1385
"472","2021-05-10",3807,5,0,0,199,30,10,3,377
"473","2021-05-11",3973,5,0,0,60,0,35,0,59
"474","2021-05-12",4765,7,0,13,3,12,69,0,39
"475","2021-05-13",4855,3,0,69,180,3,255,0,323
"476","2021-05-14",4113,1,0,111,215,28,52,0,383
"477","2021-05-15",4140,9,0,169,179,13,57,29,397
"478","2021-05-16",3780,2,0,158,111,3,49,0,262
"479","2021-05-17",4446,3,0,131,203,7,74,0,230
"480","2021-05-18",4865,5,0,158,182,6,74,0,181
"481","2021-05-19",6075,3,0,267,193,1,107,0,687
"482","2021-05-20",6806,2,0,359,230,16,158,0,527
"483","2021-05-21",6493,2,0,310,149,1,75,2,362
"484","2021-05-22",6320,3,0,240,230,25,38,0,365
"485","2021-05-23",6976,9,0,336,317,15,50,6,422
"486","2021-05-24",6509,26,19,244,310,25,45,12,505
"487","2021-05-25",7289,4,0,278,312,43,43,0,367
"488","2021-05-26",7478,5,0,259,234,5,63,0,411
"489","2021-05-27",7857,9,0,247,311,14,43,48,335
"490","2021-05-28",8290,2,0,294,298,7,57,60,625
"491","2021-05-29",9020,6,0,328,385,18,30,78,486
"492","2021-05-30",6999,4,0,161,641,117,399,0,1091
"493","2021-05-31",6824,3,0,148,268,14,33,0,620
"494","2021-06-01",7105,2,0,2,21,12,0,81,1463
"495","2021-06-02",7703,2,0,6,120,15,0,133,1020
"496","2021-06-03",8209,64,0,0,64,15,0,54,428
"497","2021-06-04",7748,2,0,9,70,0,35,144,176
"498","2021-06-05",7452,8,0,58,121,9,195,3,360
"499","2021-06-06",6241,14,0,64,250,3,35,58,601
"500","2021-06-07",5271,14,0,0,288,42,45,46,1746
"501","2021-06-08",5566,4,0,16,492,64,22,92,1260
"502","2021-06-09",6239,11,0,0,204,63,23,71,1015
"503","2021-06-10",5671,8,0,2,147,35,6,2,234
"504","2021-06-11",6849,4,0,0,0,21,9,0,82
"505","2021-06-12",5793,6,0,10,0,2,30,0,55
"506","2021-06-13",5304,5,0,39,201,13,33,0,931
"507","2021-06-14",4949,6,0,13,144,46,15,35,881
"508","2021-06-15",5419,6,0,25,218,65,4,3,843
"509","2021-06-16",5150,3,0,7,130,46,4,2,618
"510","2021-06-17",5738,3,0,12,239,16,7,31,1094
"511","2021-06-18",6440,5,0,18,158,49,1,101,1348
"512","2021-06-19",5911,1,0,10,266,82,23,263,1163
"513","2021-06-20",5293,7,0,19,192,33,4,78,1116
"514","2021-06-21",4611,8,0,3,312,16,1,221,917
"515","2021-06-22",4743,2,0,10,219,36,15,85,826
"516","2021-06-23",5244,7,0,24,316,32,33,46,805
"517","2021-06-24",5841,8,0,11,372,43,5,79,1059
"518","2021-06-25",5812,32,0,0,386,33,17,84,1318
"519","2021-06-26",5803,10,0,13,225,16,21,203,1133
"520","2021-06-27",5586,3,0,2,240,58,4,202,1325
"521","2021-06-28",5218,7,0,1,278,12,18,111,1074
"522","2021-06-29",6437,14,0,2,444,32,5,86,1332
"523","2021-06-30",6276,16,0,8,259,62,9,104,877
"524","2021-07-01",6988,5,0,2,38,8,0,63,1403
"525","2021-07-02",6982,3,0,2,138,11,0,43,1164
"526","2021-07-03",6658,11,0,1,60,1,0,61,454
"527","2021-07-04",6045,20,4,1,179,13,8,27,156
"528","2021-07-05",6387,26,0,110,213,2,168,4,376
"529","2021-07-06",7654,11,0,66,233,31,34,11,442
"530","2021-07-07",7097,26,0,1,370,82,92,166,927
"531","2021-07-08",8868,10,0,20,579,32,14,97,1080
"532","2021-07-09",9180,7,0,0,592,66,19,74,1082
"533","2021-07-10",9353,11,0,0,240,111,41,5,300
"534","2021-07-11",9105,18,0,0,29,0,5,0,90
"535","2021-07-12",8574,40,0,3,13,39,36,0,47
"536","2021-07-13",11079,27,0,6,587,41,0,214,1375
"537","2021-07-14",11618,26,0,0,430,189,3,97,1070
"538","2021-07-15",13215,13,0,1,654,67,54,195,1207
"539","2021-07-16",12541,16,0,2,468,99,36,179,1518
"540","2021-07-17",12528,19,0,0,425,100,41,268,1772
"541","2021-07-18",10710,12,0,0,375,69,34,358,1015
"542","2021-07-19",10972,48,4,0,416,55,22,247,1358
"543","2021-07-20",12366,8,0,0,369,128,20,369,1062
"544","2021-07-21",11985,7,0,19,463,107,89,77,952
"545","2021-07-22",13034,25,0,2,611,72,52,191,1163
"546","2021-07-23",15573,32,0,19,474,142,17,101,864
"547","2021-07-24",15902,26,8,3,515,89,36,123,1298
"548","2021-07-25",17045,6,0,3,711,87,28,114,1552
"549","2021-07-26",14516,3,0,7,559,57,19,29,1504
"550","2021-07-27",16117,26,0,1,619,90,30,110,1350
"551","2021-07-28",17405,6,0,6,621,125,25,74,1580
"552","2021-07-29",17170,32,0,2,567,77,19,266,968
"553","2021-07-30",16840,17,0,5,822,84,9,61,1569
"554","2021-07-31",17786,9,0,49,825,64,8,84,1283
"555","2021-08-01",17150,1,0,0,75,10,0,131,935
"556","2021-08-02",15764,6,0,1,26,14,0,29,1426
"557","2021-08-03",17105,37,0,6,34,1,0,34,232
"558","2021-08-04",19819,23,0,5,63,0,13,105,186
"559","2021-08-05",20596,34,0,91,124,5,67,10,433
"560","2021-08-06",20889,13,0,72,268,72,31,7,830
"561","2021-08-07",19257,16,0,6,474,75,23,25,1645
"562","2021-08-08",18688,10,0,88,475,80,12,106,1172
"563","2021-08-09",17236,29,0,1,466,48,58,85,1038
"564","2021-08-10",19991,0,0,0,157,17,16,8,184
"565","2021-08-11",20780,15,0,1,1,3,10,2,63
"566","2021-08-12",21668,58,0,2,3,0,32,1,116
"567","2021-08-13",21468,25,0,15,391,144,43,33,1230
"568","2021-08-14",20670,8,0,6,517,83,19,71,1150
"569","2021-08-15",20546,14,0,9,555,48,28,259,1112
"570","2021-08-16",19740,19,0,12,615,71,16,52,1571
"571","2021-08-17",19631,7,0,13,561,55,2,175,1042
"572","2021-08-18",22242,4,0,24,556,61,4,80,1395
"573","2021-08-19",22948,9,0,27,481,44,10,136,1131
"574","2021-08-20",23564,23,0,6,764,31,33,38,1588
"575","2021-08-21",22262,40,0,21,601,61,12,183,1104
"576","2021-08-22",19807,5,0,7,416,36,4,97,1033
"577","2021-08-23",17672,8,0,6,588,93,5,73,904
"578","2021-08-24",20837,22,0,10,457,29,2,76,1480
"579","2021-08-25",22642,5,0,11,424,68,3,186,1384
"580","2021-08-26",24599,8,0,24,542,93,35,73,1944
"581","2021-08-27",22070,15,0,2,474,17,3,150,1022
"582","2021-08-28",22597,12,0,6,467,84,7,92,1505
"583","2021-08-29",20579,7,0,12,392,16,4,81,1458
"584","2021-08-30",19268,16,0,4,460,37,72,89,1034
"585","2021-08-31",20897,1,0,1,260,38,11,43,734
"586","2021-09-01",18762,5,0,1,91,7,0,327,472
"587","2021-09-02",20988,1,0,1,22,10,0,51,789
"588","2021-09-03",19378,14,0,0,97,13,0,5,357
"589","2021-09-04",19057,10,0,2,190,0,32,58,241
"590","2021-09-05",20396,8,0,54,143,8,83,4,378
"591","2021-09-06",17352,8,0,47,212,23,28,109,589
"592","2021-09-07",18547,18,0,2,339,41,5,169,1462
"593","2021-09-08",19733,3,0,17,534,14,4,182,933
"594","2021-09-09",19307,6,0,0,332,0,74,39,918
"595","2021-09-10",21176,4,0,0,271,105,42,0,203
"596","2021-09-11",19550,7,0,0,8,5,46,0,75
"597","2021-09-12",19198,5,0,0,1,8,153,0,205
"598","2021-09-13",16073,21,0,20,427,42,11,32,674
"599","2021-09-14",15669,17,0,6,360,35,5,20,498
"600","2021-09-15",19495,11,0,16,485,91,39,15,556
"601","2021-09-16",18815,7,0,4,456,47,45,54,775
"602","2021-09-17",17577,3,0,3,432,31,13,20,1055
"603","2021-09-18",15549,5,0,1,331,48,23,22,693
"604","2021-09-19",14954,11,0,8,196,39,3,72,720
"605","2021-09-20",14345,43,24,4,447,7,1,10,523
"606","2021-09-21",15759,27,0,3,301,45,15,2,622
"607","2021-09-22",14990,5,0,8,210,35,49,17,595
"608","2021-09-23",13754,4,0,1,303,20,7,6,658
"609","2021-09-24",14554,9,0,0,405,45,34,4,582
"610","2021-09-25",13899,6,0,3,284,72,23,24,470
"611","2021-09-26",13104,8,0,0,222,6,51,5,541
"612","2021-09-27",10959,12,0,0,256,66,30,15,430
"613","2021-09-28",11332,23,0,3,298,0,3,56,355
"614","2021-09-29",12434,8,0,0,328,18,7,13,344
"615","2021-09-30",12735,17,0,0,294,24,11,3,432
"616","2021-10-01",11889,14,0,7,83,13,0,86,492
"617","2021-10-02",10915,7,0,0,43,23,0,63,1309
"618","2021-10-03",9066,12,8,0,87,2,0,15,587
"619","2021-10-04",8075,6,0,2,91,3,8,34,131
"620","2021-10-05",8817,14,0,129,216,0,84,1,210
"621","2021-10-06",9380,13,0,66,218,21,48,4,825
"622","2021-10-07",9890,18,0,12,359,73,13,80,2135
"623","2021-10-08",9751,15,0,32,716,24,29,49,1236
"624","2021-10-09",8743,14,0,0,326,36,40,23,1446
"625","2021-10-10",7373,2,0,1,142,48,15,3,125
"626","2021-10-11",6709,6,0,0,2,19,55,2,169
"627","2021-10-12",7276,10,0,3,1,12,52,0,122
"628","2021-10-13",7950,29,0,24,95,78,66,44,193
"629","2021-10-14",8084,21,0,10,78,75,34,0,155
"630","2021-10-15",7420,17,0,0,86,18,27,6,279
"631","2021-10-16",7509,16,0,0,64,40,67,3,153
"632","2021-10-17",6145,12,0,0,140,12,14,5,231
"633","2021-10-18",5434,5,0,14,45,24,34,0,239
"634","2021-10-19",5745,12,0,3,32,4,32,0,148
"635","2021-10-20",5516,14,0,0,34,19,10,0,143
"636","2021-10-21",6210,42,0,6,66,19,19,0,193
"637","2021-10-22",6630,15,0,9,100,4,31,0,106
"638","2021-10-23",5828,7,0,6,68,12,8,0,162
"639","2021-10-24",5666,20,0,7,37,10,3,0,91
"640","2021-10-25",4782,15,0,5,12,5,21,0,66
"641","2021-10-26",5726,15,0,0,15,1,25,0,169
"642","2021-10-27",6148,21,0,5,30,3,14,0,148
"643","2021-10-28",6377,32,0,2,27,26,35,1,140
"644","2021-10-29",6060,13,0,3,32,18,60,0,87
"645","2021-10-30",5854,13,0,0,40,10,50,0,174
"646","2021-10-31",4979,23,0,0,12,3,37,0,69
"647","2021-11-01",4626,6,0,5,127,12,0,197,348
"648","2021-11-02",5071,15,0,0,94,28,0,93,1388
"649","2021-11-03",5291,7,0,2,88,4,0,116,399
"650","2021-11-04",5713,32,0,2,141,0,25,56,339
"651","2021-11-05",4922,10,0,90,137,18,207,0,181
"652","2021-11-06",4701,28,0,39,185,45,22,30,1865
"653","2021-11-07",4343,9,0,4,496,54,1,15,1271
"654","2021-11-08",4543,15,0,33,654,69,8,17,1262
"655","2021-11-09",5403,25,0,0,551,99,51,38,1052
"656","2021-11-10",6243,24,0,5,137,28,7,0,105
"657","2021-11-11",6323,25,0,0,6,24,24,0,81
"658","2021-11-12",6517,16,0,0,5,6,18,0,76
"659","2021-11-13",5809,27,0,0,2,29,28,0,59
"660","2021-11-14",5162,11,0,0,3,28,5,0,70
"661","2021-11-15",5143,13,0,0,0,2,93,5,51
"662","2021-11-16",5413,17,0,0,39,5,16,0,138
"663","2021-11-17",6288,22,0,0,34,0,15,0,113
"664","2021-11-18",6380,28,0,0,27,41,68,0,111
"665","2021-11-19",6355,31,0,0,18,7,40,0,103
"666","2021-11-20",5859,19,0,0,21,0,34,0,101
"667","2021-11-21",4854,12,0,0,14,4,8,5,83
"668","2021-11-22",4885,18,0,0,14,2,42,3,167
"669","2021-11-23",5594,24,0,23,4,6,88,0,91
"670","2021-11-24",5755,23,0,3,16,3,36,0,117
"671","2021-11-25",6144,12,0,15,22,16,28,0,124
"672","2021-11-26",5501,25,0,11,8,5,52,0,47
"673","2021-11-27",5097,17,0,6,8,45,40,30,36
"674","2021-11-28",4239,12,0,4,6,2,30,0,46
"675","2021-11-29",4087,21,0,0,23,6,109,0,44
"676","2021-11-30",4879,24,0,25,0,28,33,0,31
"677","2021-12-01",5439,21,0,4,208,16,0,439,769
"678","2021-12-02",5806,11,0,0,36,11,0,37,1459
"679","2021-12-03",5551,23,0,0,53,3,0,69,244
"680","2021-12-04",4896,18,0,0,71,0,3,8,236
"681","2021-12-05",4298,23,0,38,169,4,137,46,382
"682","2021-12-06",4262,15,1,28,233,24,12,44,859
"683","2021-12-07",4965,29,0,3,356,52,7,138,931
"684","2021-12-08",5020,17,0,11,621,33,15,81,1120
"685","2021-12-09",5446,20,0,2,544,12,9,69,947
"686","2021-12-10",5058,17,0,10,140,20,64,0,145
"687","2021-12-11",4626,20,0,0,26,13,69,0,132
"688","2021-12-12",3490,14,0,0,8,41,42,0,76
"689","2021-12-13",3504,24,0,0,30,12,27,0,34
"690","2021-12-14",4097,18,0,0,0,17,12,0,123
"691","2021-12-15",3900,19,0,0,8,17,49,1,62
"692","2021-12-16",4262,36,2,0,15,1,19,0,88
"693","2021-12-17",4362,28,0,0,31,46,30,0,101
"694","2021-12-18",4083,34,0,0,12,21,4,0,172
"695","2021-12-19",3108,37,0,0,18,0,22,0,48
"696","2021-12-20",2589,46,2,0,10,0,5,2,15
"697","2021-12-21",3140,58,0,0,1,1,25,0,20
"698","2021-12-22",3519,100,6,0,4,46,9,0,14
"699","2021-12-23",3510,95,5,2,20,15,2,1,14
"700","2021-12-24",3528,103,0,0,35,6,8,0,45
"701","2021-12-25",3160,156,0,1,17,10,16,0,27
"702","2021-12-26",2778,129,0,3,1,0,4,0,50
"703","2021-12-27",2757,147,5,0,14,9,5,0,55
"704","2021-12-28",2897,192,2,0,22,3,6,0,18
"705","2021-12-29",3683,239,9,1,3,0,5,0,86
"706","2021-12-30",3997,366,0,1,9,13,2,0,62
"707","2021-12-31",3573,343,3,2,9,1,4,29,93
"708","2022-01-01",3386,346,8,2,9,5,4,70,113
"709","2022-01-02",2882,333,0,2,6,4,285,3,63
"710","2022-01-03",2690,300,0,0,0,52,191,6,235
"711","2022-01-04",2842,332,0,0,0,21,6,0,51
"712","2022-01-05",3270,252,0,0,0,0,1,0,0
"713","2022-01-06",3543,364,0,0,0,0,0,0,0
"714","2022-01-07",3381,319,0,0,0,0,1,0,0
"715","2022-01-08",3251,299,0,0,0,6,0,0,0
"716","2022-01-09",2888,323,0,0,0,0,0,0,0
"717","2022-01-10",2641,338,0,0,0,0,0,0,0
"718","2022-01-11",3175,272,0,0,0,5,0,0,30
"719","2022-01-12",3198,303,0,0,0,10,96,0,0
"720","2022-01-13",3684,321,5,29,33,1,38,0,44
"721","2022-01-14",3346,267,0,8,14,1,99,0,36
"722","2022-01-15",3074,319,23,6,8,6,69,0,22
"723","2022-01-16",3010,263,0,20,18,40,183,0,31
"724","2022-01-17",2342,180,20,0,4,11,151,0,13
"725","2022-01-18",3245,274,0,22,7,17,297,0,45
"726","2022-01-19",3229,239,0,1,0,1,415,0,40
"727","2022-01-20",3764,522,0,2,1,14,378,2,117
"728","2022-01-21",4046,489,0,11,5,0,594,0,62
"729","2022-01-22",4116,498,0,3,3,2,365,7,61
"730","2022-01-23",3856,492,0,1,4,1,477,0,49
"731","2022-01-24",3214,406,0,19,0,0,330,0,22
"732","2022-01-25",4066,442,0,4,3,0,452,0,71
"733","2022-01-26",4744,429,0,5,5,5,459,0,158
"734","2022-01-27",5439,332,0,4,7,6,920,0,77
"735","2022-01-28",5522,373,0,0,3,5,381,0,243
"736","2022-01-29",5139,226,0,0,0,2,342,3,127
"737","2022-01-30",4915,188,0,0,7,14,382,17,110
"738","2022-01-31",4774,152,0,0,17,8,383,1,74
"739","2022-02-01",5566,227,2,1,2,2,16,53,27
"740","2022-02-02",5736,183,0,0,8,12,355,3,169
"741","2022-02-03",5720,130,0,0,0,54,106,19,183
"742","2022-02-04",7234,234,0,0,0,5,12,0,19
"743","2022-02-05",9117,134,0,0,0,0,0,0,0
"744","2022-02-06",10089,143,0,0,0,0,22,0,0
"745","2022-02-07",11034,77,0,0,0,33,6,0,7
"746","2022-02-08",13944,153,0,0,0,1,3,0,16
"747","2022-02-09",17134,130,0,0,0,0,2,0,0
"748","2022-02-10",19090,134,0,0,0,0,0,0,0
"749","2022-02-11",20939,121,0,0,0,0,8,0,19
"750","2022-02-12",22802,94,0,0,0,0,7,0,0
"751","2022-02-13",21072,65,0,1,1,24,338,0,43
"752","2022-02-14",21315,81,0,0,0,10,426,1,173
"753","2022-02-15",22133,80,0,0,0,16,372,3,57
"754","2022-02-16",27831,118,7,0,0,8,724,141,139
"755","2022-02-17",26701,132,0,0,8,24,572,4,149
"756","2022-02-18",27808,119,0,0,0,28,625,8,65
"757","2022-02-19",28825,91,0,0,0,12,433,36,55
"758","2022-02-20",26832,68,0,0,0,26,449,17,103
"759","2022-02-21",25099,85,0,0,0,3,233,1,38
"760","2022-02-22",27179,120,0,0,0,13,337,2,76
"761","2022-02-23",31199,119,0,0,0,13,504,38,72
"762","2022-02-24",32070,209,0,0,21,96,317,9,100
"763","2022-02-25",30644,257,0,0,0,45,141,97,242
"764","2022-02-26",27299,256,0,0,20,40,246,22,44
"765","2022-02-27",24466,246,0,0,0,4,81,0,185
"766","2022-02-28",23100,298,0,0,11,5,66,4,68
"767","2022-03-01",25854,448,15,0,1,2,9,0,28
"768","2022-03-02",27500,428,0,0,4,14,279,4,73
"769","2022-03-03",32467,413,0,0,8,40,256,34,134
"770","2022-03-04",33209,441,0,0,0,0,6,0,2
"771","2022-03-05",33406,342,0,0,0,0,0,0,0
"772","2022-03-06",27435,254,0,0,0,0,1,0,0
"773","2022-03-07",26856,211,0,0,0,0,1,0,5
"774","2022-03-08",31490,473,0,0,0,0,23,0,0
"775","2022-03-09",30246,418,0,0,0,0,0,0,0
"776","2022-03-10",30787,608,0,0,0,2,0,0,11
"777","2022-03-11",32800,541,0,0,0,12,21,0,17
"778","2022-03-12",26250,545,0,0,0,0,4,0,0
"779","2022-03-13",22535,361,0,0,7,40,8,61,153
"780","2022-03-14",22030,394,0,0,3,7,56,10,104
"781","2022-03-15",26534,691,0,0,3,7,56,10,104
"782","2022-03-16",28298,697,0,0,0,40,227,12,61
"783","2022-03-17",27004,719,0,0,3,131,80,107,126
"784","2022-03-18",24241,521,0,0,5,37,74,2,56
"785","2022-03-19",22341,524,0,0,3,72,68,9,172
"786","2022-03-20",19105,386,0,0,2,28,47,2,17
"787","2022-03-21",17828,407,0,0,0,13,24,0,19
"788","2022-03-22",21483,394,0,0,0,44,83,1,45
"789","2022-03-23",22491,382,0,0,0,44,83,1,45
"790","2022-03-24",24316,297,0,0,0,52,15,0,39
"791","2022-03-25",21839,287,0,0,0,61,17,0,95
"792","2022-03-26",20923,228,0,0,0,16,16,0,6
"793","2022-03-27",16863,238,0,0,0,7,18,0,14
"794","2022-03-28",13336,189,0,0,0,11,19,0,21
"795","2022-03-29",15215,250,0,0,0,17,29,0,1
"796","2022-03-30",15941,168,0,0,0,45,12,0,3
"797","2022-03-31",18560,187,0,0,0,45,12,0,3
"798","2022-04-01",17476,164,4,2,1,1,16,0,9
"799","2022-04-02",14692,218,0,2,8,5,292,33,153
"800","2022-04-03",12380,462,0,0,6,27,264,20,155
"801","2022-04-04",10002,98,0,0,0,0,2,0,0
"802","2022-04-05",12017,59,0,0,0,0,0,0,0
"803","2022-04-06",12105,43,0,0,0,0,1,0,0
"804","2022-04-07",11994,25,0,0,0,0,0,0,3
"805","2022-04-08",14944,104,0,0,0,3,3,0,11
"806","2022-04-09",10177,53,0,0,0,0,0,0,0
"807","2022-04-10",8112,25,0,0,0,0,0,0,0
"808","2022-04-11",7739,23,0,0,0,0,168,0,45
"809","2022-04-12",9002,52,0,0,0,0,9,0,0
"810","2022-04-13",10052,21,0,0,0,0,125,0,2
"811","2022-04-14",10413,27,0,0,0,3,280,0,1
"812","2022-04-15",9673,25,0,0,0,11,394,0,0
"813","2022-04-16",9705,30,0,0,0,0,498,0,9
"814","2022-04-17",6623,13,0,0,0,0,205,0,0
"815","2022-04-18",7140,264,0,0,0,0,80,0,0
"816","2022-04-19",6069,110,0,0,0,0,465,0,0
"817","2022-04-20",6968,32,0,0,0,0,322,0,0
"818","2022-04-21",5899,16,0,0,0,0,129,0,0
"819","2022-04-22",6342,20,0,0,0,10,125,0,0
"820","2022-04-23",5624,17,0,0,0,0,53,0,0
"821","2022-04-24",4006,7,0,0,0,0,29,0,0
"822","2022-04-25",2478,7,0,0,0,24,46,0,0
"823","2022-04-26",3361,6,0,0,0,0,75,0,0
"824","2022-04-27",3471,10,0,0,0,6,57,0,0
"825","2022-04-28",2935,9,0,0,0,0,24,0,0
"826","2022-04-29",2579,6,0,0,0,0,10,0,0
"827","2022-04-30",2107,16,0,0,0,26,1,0,0
"828","2022-05-01",1503,6,6,0,2,26,4,0,23
"829","2022-05-02",1352,4,0,0,38,10,235,2,73
"830","2022-05-03",922,1,0,0,9,75,127,72,111
"831","2022-05-04",1054,1,0,0,0,1,14,0,0
"832","2022-05-05",1278,3,0,0,0,0,0,0,0
"833","2022-05-06",1251,9,0,0,0,0,0,0,0
"834","2022-05-07",1372,5,0,0,0,5,21,0,0
"835","2022-05-08",2153,2,0,0,0,28,0,0,0
"836","2022-05-09",2246,5,0,0,0,1,0,0,0
"837","2022-05-10",2605,4,0,0,0,0,0,0,0
"838","2022-05-11",3321,10,0,0,0,0,160,0,11
"839","2022-05-12",3410,5,0,0,0,0,14,0,0
"840","2022-05-13",3029,0,0,0,0,0,0,0,0
"841","2022-05-14",2373,3,0,0,0,0,0,0,0
"842","2022-05-15",2239,3,0,0,0,0,0,0,0
"843","2022-05-16",1697,0,0,0,0,0,0,0,0
"844","2022-05-17",1469,3,0,0,0,0,0,0,0
"845","2022-05-18",2017,4,0,0,0,0,0,0,0
"846","2022-05-19",2124,1,0,0,0,0,0,0,0
"847","2022-05-20",2063,3,0,0,0,0,0,0,0
"848","2022-05-21",2021,1,0,0,0,0,0,0,0
"849","2022-05-22",1817,3,0,0,1,0,0,0,0
"850","2022-05-23",1544,3,0,0,0,0,0,0,0
"851","2022-05-24",1918,22,0,0,0,0,0,0,0
"852","2022-05-25",2430,12,0,0,1,0,0,0,0
"853","2022-05-26",1845,9,0,0,0,0,0,0,0
"854","2022-05-27",1877,4,0,0,3,0,0,0,0
"855","2022-05-28",1645,1,0,0,3,0,0,0,0
"856","2022-05-29",1155,3,0,0,3,0,0,0,0
"857","2022-05-30",1325,2,0,0,0,0,0,0,0
"858","2022-05-31",1451,6,0,0,0,23,0,0,0
"859","2022-06-01",1809,5,21,0,2,6,7,7,68
"860","2022-06-02",1877,6,0,5,12,22,303,0,132
"861","2022-06-03",1844,3,0,0,0,9,57,5,145
"862","2022-06-04",1591,5,0,0,0,1,17,0,2
"863","2022-06-05",1358,2,0,0,0,0,0,0,0
"864","2022-06-06",1330,4,0,0,0,0,0,0,0
"865","2022-06-07",1128,1,0,0,0,0,0,0,1
"866","2022-06-08",1518,1,0,0,0,9,0,0,0
"867","2022-06-09",1887,8,0,0,0,0,0,0,0
"868","2022-06-10",2166,1,0,0,0,0,0,0,0
"869","2022-06-11",1709,3,0,0,0,12,71,0,4
"870","2022-06-12",1571,1,0,0,0,6,0,0,0
"871","2022-06-13",2092,0,0,0,0,0,6,0,0
"872","2022-06-14",1922,3,0,0,0,0,1,0,0
"873","2022-06-15",2320,4,0,0,0,0,3,0,0
"874","2022-06-16",2033,0,0,0,0,0,0,0,0
"875","2022-06-17",2130,0,0,0,0,0,1,0,0
"876","2022-06-18",2127,0,0,0,0,0,0,0,0
"877","2022-06-19",1690,10,0,0,0,0,0,0,0
"878","2022-06-20",2093,1,0,0,0,0,1,0,0
"879","2022-06-21",1921,114,0,0,0,0,0,0,0
"880","2022-06-22",2425,8,0,0,0,0,0,0,0
"881","2022-06-23",2796,209,0,0,0,0,83,0,0
